0 0
0.623757 0
1.27167 0
1.9841 0
2.82674 0
4.08397 0
6.02125 0
7.35422 0
8.28692 0
9.10343 0
9.86793 0
10.6429 0
11.4386 0
12.2748 0
13.1576 0
14.1033 0
15.1209 0
16.2243 0
17.4163 0
18.6939 0
20.0407 0
21.4396 0
22.8746 0
24.3401 0
25.8295 0
27.3376 0
28.857 0
30.3822 0
31.909 0
33.4395 0
34.9768 0
36.5238 0
38.0816 0
39.6505 0
41.2276 0
42.8081 0
44.3847 0
45.949 0
47.492 0
49.0046 0
50.4791 0
51.9093 0
53.2905 0
54.6207 0
55.8991 0
57.127 0
58.3073 0
59.4437 0
60.5402 0
61.6013 0
62.6308 0
63.6326 0
64.6098 0
65.5651 0
66.5011 0
67.4199 0
68.3235 0
69.2133 0
70.0908 0
70.9567 0
71.8121 0
72.6581 0
73.4954 0
74.3247 0
75.1467 0
75.9621 0
76.7713 0
77.5749 0
78.3731 0
79.1663 0
79.9551 0
80.7398 0
81.5208 0
82.2985 0
83.0732 0
83.845 0
84.6141 0
85.381 0
86.1458 0
86.9088 0
87.6703 0
88.4303 0
89.189 0
89.9467 0
90.7036 0
91.4599 0
92.2157 0
92.971 0
93.7262 0
94.4814 0
95.2368 0
95.9926 0
96.7489 0
97.5058 0
98.2637 0
99.0227 0
99.7829 0
100.545 0
101.308 0
102.073 0
102.841 0
103.612 0
104.386 0
105.163 0
105.944 0
106.73 0
107.521 0
108.317 0
109.119 0
109.929 0
110.746 0
111.573 0
112.409 0
113.256 0
114.116 0
114.989 0
115.877 0
116.782 0
117.704 0
118.645 0
119.606 0
120.589 0
121.593 0
122.619 0
123.666 0
124.732 0
125.812 0
126.903 0
128 0
0 1.07273
0.617147 1.06145
1.24999 1.01603
1.9449 0.937152
2.74371 0.82885
3.97048 0.737737
6.12616 0.710348
7.42754 0.761289
8.31116 0.83072
9.10545 0.868713
9.84767 0.872661
10.6186 0.848425
11.4088 0.813428
12.2445 0.771346
13.123 0.725962
14.0668 0.677038
15.0817 0.627508
16.1872 0.580283
17.3843 0.539612
18.6715 0.507721
20.027 0.485055
21.4325 0.469415
22.8697 0.458096
24.3368 0.449107
25.8279 0.442109
27.3392 0.437401
28.8606 0.43494
30.3864 0.433854
31.9116 0.433013
33.44 0.431571
34.9749 0.429279
36.5206 0.426326
38.0778 0.423201
39.6474 0.420502
41.2262 0.418863
42.8094 0.418851
44.3891 0.420936
45.957 0.425451
47.5035 0.432602
49.0194 0.442472
50.4968 0.455033
51.9292 0.470147
53.312 0.487556
54.643 0.506866
55.9213 0.527556
57.1486 0.549031
58.3276 0.570695
59.4625 0.592023
60.5573 0.612605
61.6167 0.632166
62.6446 0.650547
63.6449 0.667691
64.6208 0.68361
65.5749 0.698363
66.5099 0.712027
67.4279 0.724695
68.3306 0.736458
69.2198 0.747399
70.0967 0.757596
70.9621 0.767118
71.817 0.776023
72.6626 0.784358
73.4995 0.792165
74.3285 0.79948
75.1502 0.806332
75.9654 0.812746
76.7742 0.818745
77.5776 0.824347
78.3756 0.82957
79.1686 0.83443
79.9572 0.83894
80.7417 0.843116
81.5226 0.84697
82.3001 0.850517
83.0746 0.853767
83.8463 0.856734
84.6153 0.859431
85.382 0.861868
86.1467 0.864054
86.9096 0.866002
87.6709 0.867719
88.4309 0.869216
89.1895 0.870499
89.9471 0.871576
90.7039 0.872451
91.4601 0.873129
92.2158 0.873614
92.971 0.873907
93.7261 0.874007
94.4813 0.873914
95.2366 0.873624
95.9923 0.873135
96.7485 0.872442
97.5053 0.871535
98.2631 0.870403
99.022 0.869036
99.782 0.867417
100.544 0.865529
101.307 0.863352
102.072 0.860862
102.84 0.858032
103.61 0.854833
104.384 0.851233
105.161 0.847195
105.942 0.842681
106.727 0.83765
107.518 0.832058
108.313 0.82586
109.116 0.81901
109.925 0.811466
110.742 0.803185
111.568 0.794131
112.403 0.784279
113.25 0.773611
114.109 0.762128
114.982 0.749852
115.869 0.736827
116.773 0.723132
117.695 0.708877
118.635 0.694221
119.596 0.679371
120.579 0.664602
121.583 0.650274
122.61 0.636844
123.658 0.624866
124.725 0.614933
125.808 0.607562
126.901 0.603109
128 0.601624
0 2.16565
0.61423 2.17029
1.24263 2.19008
1.93048 2.2311
2.73984 2.34004
3.97812 2.51075
6.00921 2.42533
7.3363 2.15766
8.23965 1.98636
9.02831 1.88299
9.76557 1.79871
10.5336 1.71897
11.3221 1.63834
12.1552 1.5553
13.0289 1.46844
13.9673 1.37744
14.9805 1.2853
16.092 1.19694
17.3052 1.11848
18.6153 1.05388
19.9931 1.00419
21.4139 0.966589
22.8587 0.937232
24.3305 0.913482
25.8287 0.894995
27.349 0.882344
28.8772 0.875132
30.404 0.871446
31.9246 0.868763
33.4456 0.865203
34.973 0.860036
36.513 0.853554
38.0675 0.846688
39.6377 0.840694
41.2202 0.836885
42.8099 0.836469
44.3979 0.840403
45.9752 0.849385
