9 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 177 
444 1 1 1 1 1 1 36 
583 1 1 1 1 1 1 1 
399 1 1 1 1 249 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 6 1 
